"bruises","capcolor","class","capshape","capsurface","gillattachment","gillcolor","gillsize","gillspacing","habitat","odor","population","ringnumber","ringtype","sporeprintcolor","stalkcolorabovering","stalkcolorbelowring","stalkroot","stalkshape","stalksurfaceabovering","stalksurfacebelowring","veilcolor","veiltype"
"t","w","e","f","f","f","p","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","f","f","f","w","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","f","f","f","w","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","n","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","n","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","p","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","p","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","p","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","p","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","w","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","w","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","f","s","f","w","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","n","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","n","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","n","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","n","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","p","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","p","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","w","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","w","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","x","f","f","w","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","s","f","g","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","g","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","k","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","k","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","k","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","k","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","k","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","k","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","k","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","n","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","x","s","f","n","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","s","f","p","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","x","s","f","p","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","s","f","w","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","s","f","w","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","w","e","x","s","f","w","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","w","e","x","y","f","g","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","g","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","k","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","n","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","w","e","x","y","f","w","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","w","p","f","s","f","n","n","c","g","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","s","f","k","n","c","g","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","s","f","k","n","c","g","p","v","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","s","f","k","n","c","u","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","s","f","k","n","c","u","p","s","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","s","f","k","n","c","u","p","v","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","s","f","k","n","c","u","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","s","f","n","n","c","u","p","v","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","k","n","c","g","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","k","n","c","g","p","s","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","k","n","c","g","p","v","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","k","n","c","u","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","k","n","c","u","p","s","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","k","n","c","u","p","v","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","k","n","c","u","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","n","n","c","g","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","n","n","c","g","p","s","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","n","n","c","g","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","n","n","c","u","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","n","n","c","u","p","s","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","n","n","c","u","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","p","n","c","g","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","p","n","c","g","p","s","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","p","n","c","g","p","v","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","p","n","c","g","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","p","n","c","u","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","w","n","c","g","p","s","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","w","n","c","g","p","s","o","p","n","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","w","n","c","g","p","v","o","p","k","w","w","e","e","s","s","w","p"
"t","w","p","x","y","f","w","n","c","u","p","v","o","p","n","w","w","e","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","g","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","k","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","n","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","n","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","n","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","n","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","n","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","n","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","n","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","s","f","w","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","g","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","k","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","k","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","k","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","k","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","k","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","k","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","k","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","n","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","w","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","w","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","w","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","w","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","w","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","b","y","f","w","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","f","f","f","n","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","f","f","f","n","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","f","f","p","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","f","f","p","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","f","f","w","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","f","f","f","w","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","s","f","n","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","s","f","p","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","s","f","p","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","s","f","w","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","f","y","f","n","b","c","g","a","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","n","b","c","g","l","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","n","b","c","p","a","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","n","b","c","p","a","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","n","b","c","p","a","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","p","b","c","g","a","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","p","b","c","g","l","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","p","b","c","g","l","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","p","b","c","p","a","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","p","b","c","p","a","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","p","b","c","p","a","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","g","a","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","g","a","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","g","a","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","g","l","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","p","a","s","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","p","a","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","p","a","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","p","l","s","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","p","l","y","o","p","k","w","w","r","e","s","y","w","p"
"t","y","e","f","y","f","w","b","c","p","l","y","o","p","n","w","w","r","e","s","y","w","p"
"t","y","e","x","f","f","n","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","n","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","n","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","n","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","p","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","p","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","p","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","p","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","x","f","f","w","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","s","f","g","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","g","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","g","b","c","m","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","m","l","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","k","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","b","c","m","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","n","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","s","f","n","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","x","s","f","p","n","w","d","l","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","x","s","f","w","b","c","g","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","g","l","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","g","l","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","m","a","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","m","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","m","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","m","a","s","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","b","c","m","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","s","f","w","n","w","d","a","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","s","f","w","n","w","d","a","v","o","p","u","w","w","b","t","s","s","w","p"
"t","y","e","x","s","f","w","n","w","d","l","v","o","p","n","w","w","b","t","s","s","w","p"
"t","y","e","x","y","f","g","b","c","g","a","n","o","p","n","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","g","a","s","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","g","l","n","o","p","k","w","w","c","e","s","s","w","p"
"t","y","e","x","y","f","g","b","c","g","l","n","o","p","n","w","w","c","e","s","s","w","p"
